学年,対象の漢字,読み,文章,ぶんしょう
6,灰,はい,[灰]{色}の{絵}の{具}を{使}ってネズミの{絵}をかく。,[はい]{いろ}の{え}の{ぐ}を{つか}ってネズミの{え}をかく。
6,熟,じゅく,{真}っ{赤}に[熟]したリンゴにかぶりつく。,{ま}っ{か}に[じゅく]したリンゴにかぶりつく。
6,片,かた,ケンカになり、[片]っぱしからものを{投}げつける。,ケンカになり、[かた]っぱしからものを{な}げつける。
6,班,はん,[班]ごとに{集}まって{話}し{合}いをする。,[はん]ごとに{あつ}まって{はな}し{あ}いをする。
6,異,い,{遠}い[異]{国}の{歴史}に{思}いをはせる。,{とお}い[い]{こく}の{れきし}に{おも}いをはせる。
6,異,こと,{吉田}くんとは[異]なる{意見}を{発表}する。,{よしだ}くんとは[こと]なる{いけん}を{はっぴょう}する。
6,疑,うたが,{警察}に[疑]われてしまう。,{けいさつ}に[うたが]われてしまう。
6,疑,ぎ,{図}かんで{調}べて[疑]{問}を{解決}する。,{ず}かんで{しら}べて[ぎ]{もん}を{かいけつ}する。
6,痛,いた,{部活}でずっと{走}っていたから{足}が[痛]い。,{ぶかつ}でずっと{はし}っていたから{あし}が[いた]い。
6,痛,いた,{雨}の{日}は{古傷}が[痛]む。,{あめ}の{ひ}は{ふるきず}が[いた]む。
6,痛,つう,{体}を{丸}めて{腹}[痛]をこらえる。,{からだ}を{まる}めて{ふく}[つう]をこらえる。
6,皇,おう,{大阪}に[皇]{子}がやってきたというニュースが{流}れる。,{おおさか}に[おう]{じ}がやってきたというニュースが{なが}れる。
6,皇,こう,{旅行}の{中}で、{東京}にある[皇]{居}を{見学}する。,{りょこう}の{なか}で、{とうきょう}にある[こう]{きょ}を{けんがく}する。
6,盛,も,{昨日}のパーティーはとても[盛]り{上}がった。,{きのう}のパーティーはとても[も]り{あ}がった。
6,盟,めい,{国際連合}には、ほぼ{全}ての{国}が{加}[盟]している。,{こくさいれんごう}には、ほぼ{すべ}ての{くに}が{か}[めい]している。
6,看,かん,{入院中}に[看]{護師}さんと{仲良}くなった。,{にゅういんちゅう}に[かん]{ごし}さんと{なかよ}くなった。
6,砂,さ,[砂]{漠気候}の{地域}について{調}べる。,[さ]{ばくきこう}の{ちいき}について{しら}べる。
6,砂,すな,{小}さい{子}たちが[砂]{場}で{遊}んでいる。,{ちい}さい{こ}たちが[すな]{ば}で{あそ}んでいる。
6,磁,じ,{方位}[磁]{針}がくるってしまった。,{ほうい}[じ]{しん}がくるってしまった。
6,私,し,[私]{有地}に{勝手}に{入}る{人}を{注意}する。,[し]{ゆうち}に{かって}に{はい}る{ひと}を{ちゅうい}する。
6,秘,ひ,{極}[秘]の{資料}がぬすまれてしまう。,{ごく}[ひ]の{しりょう}がぬすまれてしまう。
6,穀,こく,[穀]{物}を{主食}にしている。,[こく]{もつ}を{しゅしょく}にしている。
6,穴,あな,ドッキリで{芸人}さんが{落}とし[穴]に{落}ちる。,ドッキリで{げいにん}さんが{お}とし[あな]に{お}ちる。
6,窓,そう,{卒業}した{学校}から{同}[窓]{会}の{案内}が{届}く。,{そつぎょう}した{がっこう}から{どう}[そう]{かい}の{あんない}が{とど}く。
6,窓,まど,{市役所}の[窓]{口}に{書類}を{提出}する。,{しやくしょ}の[まど]{ぐち}に{しょるい}を{ていしゅつ}する。
6,筋,きん,{運動会}の{次}の{日}に[筋]{肉痛}になった。,{うんどうかい}の{つぎ}の{ひ}に[きん]{にくつう}になった。
6,筋,すじ,{背}[筋]を{真}っすぐのばして{身長}を{測}る。,{せ}[すじ]を{ま}っすぐのばして{しんちょう}を{はか}る。
6,策,さく,{手洗}いやうがいなどのインフルエンザ{対}[策]をする。,{てあら}いやうがいなどのインフルエンザ{たい}[さく]をする。
6,簡,かん,[簡]{単}な{問題}だと{思}ったらひっかけ{問題}だった。,[かん]{たん}な{もんだい}だと{おも}ったらひっかけ{もんだい}だった。
6,糖,とう,ぶどう[糖]は{脳}みそのエネルギーになる。,ぶどう[とう]は{のう}みそのエネルギーになる。
6,系,けい,{家}[系]{図}が{倉庫}のおくから{見}つかった。,{か}[けい]{ず}が{そうこ}のおくから{み}つかった。
6,紅,こう,クッキーといっしょに[紅]{茶}を{飲}む。,クッキーといっしょに[こう]{ちゃ}を{の}む。
6,紅,べに,{焼}きそばに[紅]しょうがをのせて{食}べる。,{や}きそばに[べに]しょうがをのせて{た}べる。
6,納,おさ,{国}に{税金}を[納]める。,{くに}に{ぜいきん}を[おさ]める。
6,納,のう,{注文}された{品物}を[納]{品}する。,{ちゅうもん}された{しなもの}を[のう]{ひん}する。
6,純,じゅん,おにごっこのルールは{単}[純]だ。,おにごっこのルールは{たん}[じゅん]だ。
6,絹,きぬ,[絹]の{糸}で{編}んだスカーフを{首}に{巻}く。,[きぬ]の{いと}で{あ}んだスカーフを{くび}に{ま}く。
6,縦,じゅう,{電車}を{操}[縦]して{駅}に{止}める。,{でんしゃ}を{そう}[じゅう]して{えき}に{と}める。
6,縦,たて,{背}の{順}で[縦]{一列}に{並}んですわる。,{せ}の{じゅん}で[たて]{かずなみ}に{なら}んですわる。
6,縮,しゅく,{近道}を{通}って{時間}を{短}[縮]する。,{ちかみち}を{とお}って{じかん}を{たん}[しゅく]する。
6,縮,ちぢ,{鉄球}が{冷}やされて[縮]んだ。,{てっきゅう}が{ひ}やされて[ちぢ]んだ。
6,署,しょ,{犯人}が{警察}[署]に{連行}される。,{はんにん}が{けいさつ}[しょ]に{れんこう}される。
6,翌,よく,{手術}をした[翌]{日}はずっとねていた。,{しゅじゅつ}をした[よく]{じつ}はずっとねていた。
6,聖,せい,オリンピック{会場}に[聖]{火}がともされる。,オリンピック{かいじょう}に[せい]{か}がともされる。
6,肺,はい,[肺]の{病気}にかかってしまう。,[はい]の{びょうき}にかかってしまう。
6,胃,い,おなかが{痛}いから、[胃]{腸薬}を{飲}んだ。,おなかが{いた}いから、[い]{ちょうやく}を{の}んだ。
6,背,せ,{孫}の{手}で[背]{中}をかく。,{まご}の{て}で[せ]{なか}をかく。
6,背,せい,{久}しぶりに{会}った{親}せきと[背]{比}べする。,{ひさ}しぶりに{あ}った{しん}せきと[せい]{くら}べする。
6,背,はい,{敵}が[背]{後}からおそいかかる。,{てき}が[はい]{ご}からおそいかかる。
6,胸,きょう,{常}にちょう{戦}し{続}けるには、{度}[胸]が{大切}だ。,{つね}にちょう{せん}し{つづ}けるには、{ど}[きょう]が{たいせつ}だ。
6,胸,むね,{卒業式}の{日}に{先生}が{言}った{言葉}を[胸]に{刻}む。,{そつぎょうしき}の{ひ}に{せんせい}が{い}った{ことば}を[むね]に{きざ}む。
6,脳,のう,{各国}の{首}[脳]が{集}まって{話}し{合}う。,{かっこく}の{しゅ}[のう]が{あつ}まって{はな}し{あ}う。
6,腸,ちょう,{胃}[腸]が{弱}くて、よくおなかが{痛}くなる。,{い}[ちょう]が{よわ}くて、よくおなかが{いた}くなる。
6,腹,はら,あいつ、[腹]{黒}いやつだから{気}をつけろよ。,あいつ、[はら]{ぐろ}いやつだから{き}をつけろよ。
6,腹,ふく,あめを{食}べて、{空}[腹]{感}をごまかす。,あめを{た}べて、{くう}[ふく]{かん}をごまかす。
6,臓,ぞう,{全力}で{走}ったから{心}[臓]がドキドキしている。,{ぜんりょく}で{はし}ったから{しん}[ぞう]がドキドキしている。
6,臨,りん,{映画}で、[臨]{場感}のある{演出}にドキドキする。,{えいが}で、[りん]{じょうかん}のある{えんしゅつ}にドキドキする。
6,至,いた,{部屋}の[至]る{所}にぬいぐるみが{置}いてある。,{へや}の[いた]る{ところ}にぬいぐるみが{お}いてある。
6,至,し,ここから{逆転}するのは[至]{難}のわざだ。,ここから{ぎゃくてん}するのは[し]{なん}のわざだ。
6,舌,した,いらついて[舌]{打}ちしてしまう。,いらついて[した]{う}ちしてしまう。
6,若,わか,テレビ{番組}で[若]{者}の{意見}がしょうかいされる。,テレビ{ばんぐみ}で[わか]{もの}の{いけん}がしょうかいされる。
6,著,ちょ,{好}きな{本}の[著]{者}にサインを{書}いてもらった。,{す}きな{ほん}の[ちょ]{しゃ}にサインを{か}いてもらった。
6,蒸,じょう,{水}[蒸]{気}が{空}の{上}で{雲}になる。,{すい}[じょう]{き}が{そら}の{うえ}で{くも}になる。
6,蔵,ぞう,おじいさんがお{地}[蔵]さんにかさをかぶせる。,おじいさんがお{じ}[ぞう]さんにかさをかぶせる。
6,蚕,かいこ,[蚕]のまゆから{糸}をとる。,[かいこ]のまゆから{いと}をとる。
6,蚕,さん,{昔}の{群馬県}は{養}[蚕]がさかんだった。,{むかし}の{ぐんまけん}は{よう}[さん]がさかんだった。
6,衆,しゅう,{公}[衆]{電話}はあまり{見}たことがない。,{こう}[しゅう]{でんわ}はあまり{み}たことがない。
6,裁,さい,[裁]{判所}の{前}に{人}だかりができる。,[さい]{ばんしょ}の{まえ}に{ひと}だかりができる。
6,裁,さば,えんま{大王}によって{罪}が[裁]かれる。,えんま{だいおう}によって{つみ}が[さば]かれる。
6,装,そう,ちゃんとした{服}[装]でけっこん{式}に{出席}する。,ちゃんとした{ふく}[そう]でけっこん{しき}に{しゅっせき}する。
6,裏,うら,プリントの[裏]に{落書}きをする。,プリントの[うら]に{らくが}きをする。
6,補,おぎな,{人手}の{足}りなさをロボットで[補]う。,{ひとで}の{た}りなさをロボットで[おぎな]う。
6,補,ほ,リーダーの{発表}を{助手}として[補]{助}する。,リーダーの{はっぴょう}を{じょしゅ}として[ほ]{じょ}する。
6,視,し,{周}りからの[視]{線}を{気}にしてしまう。,{まわ}りからの[し]{せん}を{き}にしてしまう。
6,覧,らん,{遊園地}で{観}[覧]{車}に{乗}る。,{ゆうえんち}で{かん}[らん]{しゃ}に{の}る。
6,討,とう,{授業}で[討]{論会}を{行}う。,{じゅぎょう}で[とう]{ろんかい}を{おこな}う。
6,訪,たず,[訪]ねてきたお{客}さんを{笑顔}でむかえる。,[たず]ねてきたお{きゃく}さんを{えがお}でむかえる。
6,訪,ほう,{遠}い{場所}からの{来}[訪]{者}。,{とお}い{ばしょ}からの{らい}[ほう]{しゃ}。
6,訳,やく,{英語}から{日本語}にほん[訳]された{本}を{読}む。,{えいご}から{にほんご}にほん[やく]された{ほん}を{よ}む。
6,訳,わけ,どうすればそうなるのか、まるで[訳]が{分}からない。,どうすればそうなるのか、まるで[わけ]が{わ}からない。
6,詞,し,{好}きな{曲}の{歌}[詞]を{覚}える。,{す}きな{きょく}の{か}[し]を{おぼ}える。
6,誌,し,{書}いた{日}[誌]を{先生}にわたして{帰}る。,{か}いた{にっ}[し]を{せんせい}にわたして{かえ}る。
6,認,みと,かの{女}の{両親}にけっこんを[認]めてもらう。,かの{おんな}の{りょうしん}にけっこんを[みと]めてもらう。
6,誕,たん,{母}の[誕]{生日}プレゼントを{買}いに{行}く。,{はは}の[たん]{じょうび}プレゼントを{か}いに{い}く。
6,誠,せい,お{客}さんに{対}して[誠]{実}な{商売}をする。,お{きゃく}さんに{たい}して[せい]{じつ}な{しょうばい}をする。
6,誤,あやま,[誤]った{県庁所在地}を{覚}えてしまう。,[あやま]った{けんちょうしょざいち}を{おぼ}えてしまう。
6,誤,ご,[誤]{解}が{原因}で{大}ゲンカになった。,[ご]{かい}が{げんいん}で{おお}ゲンカになった。
6,論,ろん,この{重大}な{議}[論]は{何日}も{続}いた。,この{じゅうだい}な{ぎ}[ろん]は{なんにち}も{つづ}いた。
6,諸,しょ,{小笠原}[諸]{島}は{世界遺産}に{登録}されている。,{おがさわら}[しょ]{とう}は{せかいいさん}に{とうろく}されている。
6,警,けい,どろぼうがいたので[警]{察}に{通報}した。,どろぼうがいたので[けい]{さつ}に{つうほう}した。
6,貴,き,{銭湯}で[貴]{重品}をコインロッカーに{預}ける。,{せんとう}で[き]{ちょうひん}をコインロッカーに{あず}ける。
6,賃,ちん,{大家}さんに{今月}の{家}[賃]をわたす。,{おおや}さんに{こんげつ}の{や}[ちん]をわたす。
6,退,しりぞ,{味方}の{活}やくで{敵}は[退]いていった。,{みかた}の{かつ}やくで{てき}は[しりぞ]いていった。
6,退,たい,お{札}でようかいを[退]{治}する。,お{さつ}でようかいを[たい]{じ}する。
6,遺,い,ある[遺]せきから、とんでもないお{宝}が{見}つかった。,ある[い]せきから、とんでもないお{たから}が{み}つかった。
6,郵,ゆう,ポストから[郵]{便物}が{回収}される。,ポストから[ゆう]{びんぶつ}が{かいしゅう}される。
6,郷,きょう,{旅行先}で[郷]{土料理}をごちそうしてもらった。,{りょこうさき}で[きょう]{どりょうり}をごちそうしてもらった。
6,針,しん,[針]{路}を{東}にとって{船}が{出発}する。,[しん]{ろ}を{ひがし}にとって{ふね}が{しゅっぱつ}する。
6,針,はり,{時計}の[針]が{六分}おくれている。,{とけい}の[はり]が{ろくふん}おくれている。
6,銭,せん,{家}のおふろがこわれたので[銭]{湯}に{行}く。,{いえ}のおふろがこわれたので[せん]{とう}に{い}く。
6,鋼,こう,[鋼]{鉄}のよろいを{着}ていくさに{出}る。,[こう]{てつ}のよろいを{き}ていくさに{で}る。
6,閉,し,{窓}を[閉]め{忘}れたまま、ねむってしまう。,{まど}を[し]め{わす}れたまま、ねむってしまう。
