学年,対象の漢字,読み,文章,ぶんしょう,英語,スペイン語
5,状,じょう,シャーベットがとけて{液}[状]になる。,シャーベットがとけて{えき}[じょう]になる。,The sherbet will melt and become liquid.,El sorbete se derretirá y se volverá líquido.
5,独,どく,けっこんして、[独]{身}でなくなる。,けっこんして、[どく]{しん}でなくなる。,Get over it and stop being single.,Supéralo y deja de estar soltero.
5,独,ひと,{薬}ざい{師}が[独]り{言}をつぶやく。,{くすり}ざい{し}が[ひと]り{ごと}をつぶやく。,The druggist muttered to himself.,El farmacéutico murmuró para sí mismo.
5,率,ひき,{将軍}が{大勢}の{軍隊}を[率]いる。,{しょうぐん}が{おおぜい}の{ぐんたい}を[ひき]いる。,A general leads a large army.,Un general dirige un gran ejército.
5,率,りつ,{百分}[率]の{計算}を{覚}える。,{ひゃくぶん}[りつ]の{けいさん}を{おぼ}える。,Learn to calculate percentages.,Aprende a calcular porcentajes.
5,現,あらわ,{草}むらからいきなり{犬}が[現]れる。,{くさ}むらからいきなり{いぬ}が[あらわ]れる。,A dog suddenly appears from the grass.,De repente aparece un perro entre la hierba.
5,現,げん,{目的地}と[現]{在地}をナビに{入力}する。,{もくてきち}と[げん]{ざいち}をナビに{にゅうりょく}する。,Enter your destination and current location into the navigation system.,Ingrese su destino y ubicación actual en el sistema de navegación.
5,留,と,シャチが{大口}を{開}けて、えものを{仕}[留]める。,シャチが{おおぐち}を{あ}けて、えものを{し}[と]める。,The killer whale opens its mouth and kills the prey.,La orca abre la boca y mata a la presa.
5,留,りゅう,{海水}を{蒸}[留]して{安全}に{飲}む。,{かいすい}を{じょう}[りゅう]して{あんぜん}に{の}む。,Distill seawater and make it safe to drink.,Destila agua de mar y hazla segura para beber.
5,留,る,{今}、{親}は{二人}とも[留]{守}にしています。,{いま}、{おや}は{ふたり}とも[る]{す}にしています。,Both parents are currently away.,Ambos padres se encuentran actualmente ausentes.
5,略,りゃく,{本名}を[略]したニックネームで{呼}び{合}う。,{ほんみょう}を[りゃく]したニックネームで{よ}び{あ}う。,They call each other by nicknames that are abbreviations of their real names.,Se llaman entre sí por apodos que son abreviaturas de sus nombres reales.
5,益,えき,ものを{売}って{得}た{利}[益]で{生活}する。,ものを{う}って{え}た{り}[えき]で{せいかつ}する。,Live off the profits you make by selling things.,Vive de las ganancias que obtienes vendiendo cosas.
5,眼,がん,[眼]{科}で{視力検査}をしてもらった。,[がん]{か}で{しりょくけんさ}をしてもらった。,I had my eyesight tested at an ophthalmologist.,Me hice un examen de la vista con un oftalmólogo.
5,破,は,{難}しい{漢字}だらけの{本}を{読}[破]した。,{むずか}しい{かんじ}だらけの{ほん}を{どく}[は]した。,I read through a book full of difficult kanji.,Leí un libro lleno de kanji difíciles.
5,破,やぶ,{型}[破]りなやり{方}に{文句}を{言}われた。,{かた}[やぶ]りなやり{かた}に{もんく}を{い}われた。,People complained about the unconventional approach.,La gente se quejó del enfoque poco convencional.
5,確,かく,{宝}くじが{当}たる[確]{率}ってどれくらいだろう。,{たから}くじが{あ}たる[かく]{りつ}ってどれくらいだろう。,What are the chances of winning the lottery?,¿Cuáles son las posibilidades de ganar la lotería?
5,確,たし,{答}えをまちがえてないか[確]かめる。,{こた}えをまちがえてないか[たし]かめる。,Make sure you are correct in your answer.,Asegúrate de estar en lo correcto en tu respuesta.
5,示,しめ,{定期券}を[示]して{改札}を{通}る。,{ていきけん}を[しめ]して{かいさつ}を{とお}る。,Show your commuter pass and go through the ticket gate.,Muestra tu pase de viaje diario y pasa por la puerta de entrada.
5,示,じ,{画面}に{目的地}までの{道順}が{表}[示]される。,{がめん}に{もくてきち}までの{みちじゅん}が{ひょう}[じ]される。,Directions to the destination will be displayed on the screen.,Las indicaciones para llegar al destino se mostrarán en la pantalla.
5,祖,そ,[祖]{父}あてにメールを{送}る。,[そ]{ふ}あてにメールを{おく}る。,Send an email to your grandfather.,Envía un correo electrónico a tu abuelo.
5,禁,きん,ゲームのやりすぎで{母}に[禁]{止}されてしまった。,ゲームのやりすぎで{はは}に[きん]{し}されてしまった。,My mother banned me because I played too many games.,Mi madre me prohibió porque jugaba demasiados juegos.
5,移,い,{教室}から{理科室}へ[移]{動}する。,{きょうしつ}から{りかしつ}へ[い]{どう}する。,Move from the classroom to the science room.,Pasar del aula al salón de ciencias.
5,移,うつ,アサガオの{植木}ばちを、げん{関前}から{庭}に[移]す。,アサガオの{うえき}ばちを、げん{せきぜん}から{にわ}に[うつ]す。,Move the morning glory plant from the front of the garden to the garden.,Mueva la planta de campanilla del frente del jardín al jardín.
5,程,てい,かれの{演奏}は{音}[程]がずれまくっている。,かれの{えんそう}は{おん}[てい]がずれまくっている。,His playing is out of tune.,Su forma de tocar está desafinada.
5,税,ぜい,{国民}は{国}に{対}して{納}[税]する{義務}がある。,{こくみん}は{くに}に{たい}して{のう}[ぜい]する{ぎむ}がある。,Citizens have an obligation to pay taxes to the country.,Los ciudadanos tienen la obligación de pagar impuestos al país.
5,築,きず,{相手}と{強}い{信}らい{関係}を[築]く。,{あいて}と{つよ}い{しん}らい{かんけい}を[きず]く。,Build strong trusting relationships with others.,Construir relaciones sólidas de confianza con los demás.
5,築,ちく,{古}くなった{家}を{改}[築]する。,{ふる}くなった{いえ}を{かい}[ちく]する。,Renovate an old house.,Renovar una casa antigua.
5,粉,こ,おもちには{何}をつけるのが{好}き？{私}はきな[粉]。,おもちには{なん}をつけるのが{す}き？{わたし}はきな[こ]。,What do you like to put on rice cakes? I am soybean flour.,¿Qué te gusta ponerle a las tortitas de arroz? Soy harina de soja.
5,粉,こな,[粉]{薬}を{飲}もうとしてせきこんでしまう。,[こな]{ぐすり}を{の}もうとしてせきこんでしまう。,I end up coughing while trying to swallow the powder.,Termino tosiendo mientras intento tragar el polvo.
5,粉,ふん,{花}[粉]しょうでくしゃみが{止}まらなくなる。,{か}[ふん]しょうでくしゃみが{と}まらなくなる。,I can't stop sneezing because of pollen.,No puedo dejar de estornudar por el polen.
5,精,せい,[精]{密機械}の{組}み{立}てをロボットに{任}せる。,[せい]{みつきかい}の{く}み{た}てをロボットに{まか}せる。,Entrusting the assembly of precision machinery to robots.,Confiar el montaje de maquinaria de precisión a robots.
5,紀,き,{風}[紀]{委員会}が{学生}の{服装}を{取}りしまる。,{ふう}[き]{いいんかいが}が{くせい}の{ふくそう}を{と}りしまる。,The Discipline Committee controls student clothing.,El Comité de Disciplina controla la vestimenta de los estudiantes.
5,素,そ,{高級}な[素]{材}を{使}った{商品}が{売}られる。,{こうきゅう}な[そ]{ざい}を{つか}った{しょうひん}が{う}られる。,Products made from high-quality materials are sold.,Se venden productos elaborados con materiales de alta calidad.
5,経,けい,イライラして{神}[経]{質}になってしまう。,イライラして{しん}[けい]{しつ}になってしまう。,I get irritated and nervous.,Me irrito y me pongo nervioso.
5,経,へ,いろいろな{場所}を[経]て{荷物}が{自宅}に{届}く。,いろいろな{ばしょ}を[へ]て{にもつ}が{じたく}に{とど}く。,Packages arrive at your home after passing through various locations.,Los paquetes llegan a tu domicilio después de pasar por diversas localidades.
5,統,とう,{豊臣秀吉}は{天下}[統]{一}をした{人物}だ。,{とよとみひでよし}は{てんか}[とう]{いつ}をした{じんぶつ}だ。,Toyotomi Hideyoshi was the man who unified Japan.,Toyotomi Hideyoshi fue el hombre que unificó Japón.
5,絶,ぜつ,ゆうれいを{見}て{気}[絶]してしまった。,ゆうれいを{み}て{き}[ぜつ]してしまった。,I fainted when I saw Yuurei.,Me desmayé cuando vi a Yuurei.
5,絶,た,かれはいつも{笑顔}を[絶]やさない。,かれはいつも{えがお}を[た]やさない。,He never stops smiling.,Nunca deja de sonreír.
5,綿,めん,{役者}との{打}ち{合}わせを[綿]{密}に{行}う。,{やくしゃ}との{う}ち{あ}わせを[めん]{みつ}に{おこな}う。,Conduct detailed meetings with actors.,Realizar reuniones detalladas con los actores.
5,綿,わた,ぬいぐるみの{中}に[綿]をつめる。,ぬいぐるみの{なか}に[わた]をつめる。,Stuff cotton inside the stuffed animal.,Rellena algodón dentro del animal de peluche.
5,総,そう,{漢字辞典}のさく{引}で[総]{画数}から{漢字}を{探}す。,{かんじじてん}のさく{ひき}で[そう]{かくすう}から{かんじ}を{さが}す。,Search for kanji based on the total number of strokes in the kanji dictionary.,Busque kanji según el número total de trazos en el diccionario de kanji.
5,編,あ,お{地蔵}さんの{頭}に[編]みがさをかぶせる。,お{じぞう}さんの{あたま}に[あ]みがさをかぶせる。,Place a woven gasa on the Jizo's head.,Coloca una gasa tejida sobre la cabeza del Jizo.
5,編,へん,パレードの{音楽隊}を[編]{成}する。,パレードの{おんがくたい}を[へん]{せい}する。,Organize a parade band.,Organiza una banda de desfile.
5,績,せき,{先生}から{成}[績]{表}をわたされる。,{せんせい}から{せい}[せき]{ひょう}をわたされる。,The teacher hands you a gradebook.,El profesor te entrega un libro de calificaciones.
5,織,お,[織]りひめとひこ{星}は{年}に{一度}しか{会}えない。,[お]りひめとひこ{ぼし}は{ねん}に{いちど}しか{あ}えない。,Orihime and Hikoboshi can only meet once a year.,Orihime y Hikoboshi sólo pueden verse una vez al año.
5,織,しき,{悪}の{組}[織]にせんにゅうする。,{あく}の{そ}[しき]にせんにゅうする。,Send a message to an evil organization.,Envía un mensaje a una organización malvada.
5,罪,ざい,{会社}のミスについて{社長}が{謝}[罪]する。,{かいしゃ}のミスについて{しゃちょう}が{しゃ}[ざい]する。,The president apologizes for the company's mistake.,El presidente se disculpa por el error de la empresa.
5,罪,つみ,とても{重}い[罪]をおかしてしまう。,とても{おも}い[つみ]をおかしてしまう。,I have committed a very serious crime.,He cometido un delito muy grave.
5,義,ぎ,{中学校}までは[義]{務教育}だ。,{ちゅうがっこう}までは[ぎ]{むきょういく}だ。,Education is compulsory up to junior high school.,La educación es obligatoria hasta la escuela secundaria.
5,耕,こう,あれた{土地}を{整備}して[耕]{地}にする。,あれた{とち}を{せいび}して[こう]{ち}にする。,Develop the old land and turn it into arable land.,Desarrollar la antigua tierra y convertirla en tierra cultivable.
5,耕,たがや,{小}さな{畑}をクワで[耕]す。,{ちい}さな{はたけ}をクワで[たがや]す。,Plow a small field with a hoe.,Arar un campo pequeño con una azada.
5,職,しょく,[職]{人}のたくみなわざを{見学}する。,[しょく]{にん}のたくみなわざを{けんがく}する。,Observe the skillful work of the craftsmen.,Observe el hábil trabajo de los artesanos.
